ID,year,text
1902,1884,"European Colonization and trade in Africa is officially regulated at the international Berlin Conference, formalizing European powers ""Scramble for Africa"""
1905,1969,An estimated 2 million people take part in the Vietnam War Moratorium demonstration across the United States
1907,1532,Francisco Pizarro captures Inca Emperor Atahualpa after a surprise ambush at Cajamarca
1909,1945,"Founding of UNESCO (United Nations Educational, Scientific and Cultural Organization)"
1912,1558,"Elizabeth I aged 25 ascends English throne upon death of her half sister Queen ""Bloody"" Mary"
1913,1800,Congress holds its 1st session in Washington D.C. in an incomplete Capitol Building
1915,1855,"David Livingstone becomes the first European to see Victoria Falls, in what is now Zambia and Zimbabwe"
1917,1922,The last sultan of the Ottoman Empire Mehmed VI is expelled to Malta on British warship
1919,1477,"First English dated printed book ""Dictes & Sayengis of the Phylosophers"" by William Caxton"
1920,1626,"St. Peter's Basilica is consecrated, replacing earlier basilica, world's largest Christian basilica"
1921,1916,General Douglas Haig finally calls off 1st Battle of the Somme (WWI) - over 1 million killed or wounded
1922,1978,"In Jonestown, Guyana 918 members of the Peoples Temple are murdered or commit suicide under the leadership of cult leader Jim Jones"
1924,1530,The Recess document resulting from the Diet of Augsburg signed by Charles V and catholic princes
1926,1805,"Lewis & Clark expedition reaches the Pacific Ocean, first European Americans to cross the west"
1927,1863,"US President Abraham Lincoln delivers his Gettysburg address beginning; ""Four score & seven years ago..."""
1928,1942,"Operation Uranus: Soviet offensive begins during Battle of Stalingrad, 1 million Soviet soldiers encircle the German Sixth Army"
1930,1985,US President Ronald Reagan and Soviet leader Mikhail Gorbachev meet for first time
1933,1695,"Zumbi last leaders of Quilombo dos Palmares in early Brazil and ex-slave, is executed"
1934,1815,"2nd Treaty of Paris: France & her allies agree France pay indemnities after Battle of Waterloo, ending Napoleonic Wars"
1939,1791,Colonel Napoléon Bonaparte is promoted to 1st Lieutenant and appointed Commander-in-Chief of the Armies of the French Republic.
1943,1971,Battle of Garibpur: Indian troops aided by Mukti Bahini (Bengali guerrillas) defeat the Pakistan army
1944,2017,Robert Mugabe's resignation after 37 years in power is read out in Zimbabwe's parliaments during impeachment proceedings
1945,1497,Portuguese navigator Vasco da Gama rounds Cape of Good Hope on way to first voyage from Europe to reach India
1947,1935,"Flying boat ""China Clipper"" takes off from Alameda, California, carrying 100,000 pieces of mail on 1st trans-Pacific airmail flight"
1948,1963,"American President John F. Kennedy assassinated by Lee Harvey Oswald in Dallas, Texas"
1951,1248,Conquest of Seville by Christian troops under King Ferdinand III of Castile after the city capitulates
1953,1869,"In Dumbarton, Scotland, the clipper Cutty Sark is launched - one of the last clippers ever built, and the only one still surviving"
1955,2005,"Ellen Johnson-Sirleaf, is elected president of Liberia, the first woman to lead an African country"
1957,1639,1st observation of transit of Venus by Jeremiah Horrocks and William Crabtree - helped establish size of the Solar System
1962,1177,Battle of Montgisard: Baldwin IV of Jerusalem defeats Saladin and a larger Ayyubid force
1964,1839,"Cyclone slams south eastern India with high winds and a 40 foot storm surge, destroying city of Coringa. Storm waves sweep inland, destroying 20,000 ships and killing an estimated 300,000 people"
1966,1905,"Telimco makes the 1st ever advertisment for a radio set, by advertising a $7.50 set in the ""Scientific American"" which claimed to receive signals for up to one mile"
1967,1983,"World's greatest robbery; 26 million pounds (sterling) worth of gold, diamonds and cash stolen from Brink's-Mat warehouse at Heathrow Airport, England"
1969,1778,British explorer Captain James Cook is the first European to visit Maui in the Sandwich Islands (now Hawaii)
1972,1917,"NHL forms with Montreal Canadiens, Montreal Maroons, Toronto Arenas, Ottawa Senators & Quebec Bulldogs; National Hockey Association disbands"
1973,1922,English archaeologist Howard Carter opens Tutankhamun's virtually intact tomb in Egypt
1975,1295,"English King Edward I calls what later became known as ""The Model Parliament"" extending the authorities of its representatives"
1980,1814,"The Times of London first printed by automatic, steam powered presses built by German inventors Friedrich Koenig and Andreas Friedrich Bauer - makes newspapers available to a mass audience"
1981,1893,"Women vote in a national election for the first time, in the New Zealand general election"
1983,1967,1st radio pulsars detected by British postgraduate Jocelyn Burnell and her supervisor Antony Hewish at Cambridge University
1986,1877,US inventor Thomas Edison demonstrates his hand-cranked phonograph for the first time
1987,1935,"Physicist Erwin Schrödinger publishes his famous thought experiment 'Schrödinger's cat', a paradox that illustrates the problem of the Copenhagen interpretation of quantum mechanics"
1989,1016,"Cnut the Great (Canute), King of Denmark, claims the English throne after the death of Edmund 'Ironside'"
1992,1786,"Grand Duke of Tuscany Leopold II promulgates a penal reform, making his the 1st state to abolish the death penalty. November 30 commemorated as Cities for Life Day."
1993,1974,"Most complete early human skeleton (Lucy, Australopithecus) discovered by Donald Johanson, Maurice Taieb, Yves Coppens and Tim White in the Middle Awash of Ethiopia's Afar Depression"
1995,1913,Ford Motor Company institutes world's 1st moving assembly line for the Model T Ford
1996,1934,"Leningrad mayor Sergey Kirov assassinated, Stalin uses as excuse to begin the Great Purge of -38"
1997,1955,"Rosa Parks is arrested for refusing to move to the back of a bus and give her seat to a white passenger in Montgomery, Alabama"
1998,1982,"""Thriller"", 6th studio album by Michael Jackson is released (Grammy Award Album of the Year 1984, best-selling album of all time, Billboard Album of the Year 1983)"
2001,1823,"President James Monroe declares his ""Monroe Doctrine"", a US foreign policy regarding Latin America"
2002,1845,Manifest Destiny: US President James K. Polk announces to Congress that the United States should aggressively expand into the West
2006,1854,"Eureka Stockade: In what is claimed by many to be the birth of Australian democracy, more than 20 goldminers at Ballarat, Victoria, are killed by state troopers in an uprising over mining licences"
2007,1967,1st human heart transplant performed in South Africa by Dr Christiaan Barnard on Louis Washkansky
2008,1984,"Bhopal disaster: Union Carbide pesticide plant leak 45 tons of methyl isocyanate and other toxic compounds in Bhopal, India, kills 2,259 (official figure) - other estimates as high as 16,000 (including later deaths) and over half a million injured"
2009,1989,"Soviet President Mikhail Gorbachev and US President George H. W. Bush, declare the Cold War over"
2011,1563,"Council of Trent holds its last session, after 18 years. Last ecumenical council for more than 300 years."
2012,1619,"38 colonists from Berkeley Parish, England disembark in Virginia and give thanks to God. Considered by many the first Thanksgiving in the Americas."
2014,1829,"Britain outlaws ""suttee"" in India (widow burning herself to death on her husband's funeral pyre)"
2015,1918,"US President Woodrow Wilson sails for Versailles Peace Conference in France, 1st President to travel outside US while in office"
2019,1848,US President Polk triggers Gold Rush of 1849 by confirming gold discovery in California
2020,1933,"21st Amendment to the US Constitution ratified, 18th Amendment (Prohibition of alcohol) repealed (5:32 PM EST)"
2022,1865,"13th Amendment of the United States Constitution is ratified, abolishing slavery"
2023,1921,Anglo-Irish Treaty signed; Ireland receives dominion status; partition creates Northern Ireland
2025,2006,NASA reveals photographs taken by Mars Global Surveyor suggesting the presence of liquid water on Mars
2027,1909,"Inventor Leo Baekeland patents the first thermo-setting plastic, Bakelite, sparking the birth of the plastics industry"
2028,1941,"Imperial Japanese Navy with 353 planes attack US fleet at Pearl Harbor Naval Base, Hawaii, killing 2,403 people"
2029,1965,Pope Paul VI & Orthodox Patriarch Athenagoras I simultaneously lift mutual excommunications that led to split of 2 churches in 1054
2030,1988,"PLO delegation lead by Yasir Arafat proclaims the State of Palestine, recognizing the existence of the State of Israel for the first time"
2031,1988,"6.9 earthquake in Spitak, Armenia kills 25,000-50,000 people and leaves up to 500,000 homeless"
2032,1863,Abraham Lincoln issues his Amnesty Proclamation and plan for Reconstruction of the South
2034,1941,"President Roosevelt delivers ""Day of Infamy"" speech to US Congress a day after the bombing of Pearl Harbor"
2037,2004,"The Cuzco Declaration is signed in Cuzco, Peru, establishing the South American Community of Nations."
2040,1968,NLS (a system for which hypertext and the computer mouse were developed) is publicly demonstrated for the first time in San Francisco.
2044,1684,"Isaac Newton's derivation of Kepler's laws from his theory of gravity, contained in the paper De motu corporum in gyrum, is read to the Royal Society by Edmond Halley"
2046,1898,"Spanish-American War formally ended by the Treaty of Paris; US acquires Philippines, Puerto Rico & Guam"
2047,1901,First Nobel Peace Prizes awarded to Red Cross founder Jean Henri Dunant and peace activist Frederic Passy
2048,1936,"Edward VIII signs Instrument of Abdication, giving up the British throne to marry American divoree Wallis Simpson"
2051,1792,"France's King Louis XVI goes on trial, accused of high treason and crimes against the state"
2053,1931,"Statute of Westminster gives complete legislative independence to Canada, Australia, New Zealand, South Africa, Ireland (Free State), and Newfoundland (not then part of Canada)"
2054,1936,Edward VIII announces in a radio broadcast that he is abdicating the British throne to marry Wallis Simpson
2056,1997,"Delegates from 150 industrial nations attending a UN climate conference in Kyoto, Japan, reach agreement to control heat-trapping greenhouse gases"
2058,1901,"Guglielmo Marconi sends the first transatlantic radio signal, from Poldhu in Cornwall to Newfoundland, Canada"
2062,2015,COP21 climate change summit in Paris reaches a deal between 195 countries to limit the rise in the global average temperature to less than 2°C above pre-industrial levels
2064,1774,"First incident of American Revolution - 400 attack Fort William and Mary, New Hampshire"
2066,2002,"Enlargement of the European Union: The European Union announces that Cyprus, the Czech Republic, Estonia, Hungary, Latvia, Lithuania, Malta, Poland, Slovakia, and Slovenia will become members from May 1, 2004."
2067,2003,"Former Iraqi President Saddam Hussein is captured near his home town of Tikrit, during Operation Red Dawn by US forces"
2069,1287,"During St. Lucia's Flood in Northwest Netherlands the Zuiderzee seawall collapses with loss of over 50,000 lives. Fifth largest recorded flood in history"
2070,1542,Princess Mary Stuart succeeds her father James V and becomes Queen Mary I of Scotland at 6 days old
2072,1995,Yugoslav Wars: The Dayton Agreement is signed in Paris by leaders of various governments ending the conflict in former Yugoslavia
2074,1256,"Hulagu Khan captures and destroys Hashshashin stronghold at Alamut, in present-day Iran, part of the Mongol offensive on Islamic southwest Asia"
2075,1488,Bartolomeu Dias returns to Portugal after becoming 1st known European to sail round the Cape of Good Hope
2076,1612,German Astronomer Simon Marius is 1st to observe Andromeda galaxy through a telescope
2077,1791,"US Bill of Rights ratified when Virginia gives its approval, becomes amendments 1-10 of the US constitution"
2078,1840,Napoleon Bonaparte receives a French state funeral in Paris 19 years after his death
2081,1598,Seven Year War: Battle of Noryang Point - in the final battle of the war Korean navy decisively defeats the Japanese
2082,1653,"Parliamentarian General Oliver Cromwell appointed as Lord Protector of England, Scotland and Ireland"
2083,1773,Boston tea party incident - Sons of Liberty protesters throw tea shipments into Boston harbour in protest against British imposed Tea Act
2085,1944,"Nazi Germany launches a counteroffensive against the Allies in the Ardennes region of Belgium, beginning the 'Battle of the Bulge'"
2086,1998,Iraq disarmament crisis: Operation Desert Fox - the United States and United Kingdom bomb targets in Iraq
2087,1398,"Timur (Tamerlane) captures and sacks Delhi, defeating Sultan Nasir-u Din Mehmud's armies by setting camels loaded with hay alight and charging them at the Sultans armoured elephants"
2090,1903,"The Wright Brothers make the first sustained motorized aircraft flight at 10:35 AM, piloted by Orville Wright at Kitty Hawk, North Carolina"
2091,1986,"Mrs Davina Thompson makes medical history by having the 1st heart, lung & liver transplant at Papworth Hospital in Cambridge, England"
2093,1271,"Kublai Khan renames his empire ""Yuan"" (元 yuán), marking the start of the Yuan Dynasty of China"
2094,1603,First fleet of the Dutch East India Compnay under Admiral Steven van der Haghen departs for the East-Indies
2096,1957,"World's 1st full scale nuclear power plant begins to generate electricity, at the Shippingport Atomic Power Station in Pennsylvania"
2097,1776,"Thomas Paine publishes his 1st ""American Crisis"" essay beginning""These are the times that try men's souls"" (date disputed)"
2098,1783,William Pitt the Younger becomes the youngest ever British Prime Minister at age 24
2101,1958,"1st radio broadcast from space, US President Dwight D. Eisenhower Christmas message ""to all mankind, America's wish for peace on Earth and goodwill to men everywhere"""
2102,1984,Chinese Premier Zhao Ziyang and British Prime Minister Margaret Thatcher sign the Sino-British Joint Declaration to transfer Hong Kong back to China in 1997
2103,1522,"Suleiman the Magnificent accepts surrender of the surviving Knights of Rhodes, who are allowed to evacuate. They eventually settle in Malta and become known as the Knights of Malta."
2105,1803,French flag lowered in New Orleans to mark the formal transfer of the Louisiana Purchase from France to USA for $27M
2107,1917,"Cheka formed - Soviet state security force and forerunner to the KGB, under Felix Dzerzhinsky after decree by Lenin"
2108,1960,"The National Liberation Front, better known as the Viet Cong, is officially formed in South Vietnam"
2110,1891,"1st game of basketball, based on rules created by James Naismith, played by 18 students in Springfield, Massachusetts"
2112,1937,"The first full-length animated feature film and the earliest in the Walt Disney Animated Classics series, ""Snow White and the Seven Dwarfs"", premieres at the Carthay Circle Theatre"
2113,1988,Lockerbie disaster: Pan Am Flight 103 destroyed mid air by a terrorist bomb killing all 258 on board over Scotland
2114,1991,Soviet Union formally dissolves as 11 of 12 republics sign treaty forming Commonwealth of Independent States
2115,1790,Supposedly impenetrable Turkish fortress of Izmail stormed and captured by Suvorov and his Russian armies during the Russo-Turkish War (1787–92)
2120,2010,"Repeal of the ""Don't Ask Don't Tell policy"", a 17-year-old policy banning homosexuals serving openly in the US military, signed into law by President Barack Obama"
2122,1688,"King James II, the last Roman Catholic British monarch flees to France from William of Orange"
2123,1783,US General George Washington resigns his military commission as Commander-in-Chief of the Army to Congress
2124,1888,"Vincent van Gogh cuts off his left ear with a razor, after argument with fellow painter Paul Gauguin, and sends to a prostitute for safe keeping"
2126,1954,"The first human kidney transplant is performed by Dr. Joseph E. Murray at Peter Bent Brigham Hospital in Boston, Massachusetts"
2132,1943,US President FDR appoints General Eisenhower Supreme Commander of the Allied forces
2137,1868,"Despite bitter opposition, US President Andrew Johnson grants unconditional pardon to all persons involved in Southern rebellion (Civil War)"
2139,1492,1st Spanish settlement La Navidad (modern Môle-Saint-Nicolas) in the New World is founded by Christopher Columbus
2140,1792,"Trial of French King Louis XVI, court hears the kings defense brought by Raymond Desèze"
2142,1860,"First ever inter-club football match between Hallam F.C. and Sheffield F.C. at Sandygate Road ground in Sheffield, England"
2143,2004,"9.3 magnitude earthquake creates a tsunami causing devastation in Sri Lanka, India, Indonesia, Thailand, Malaysia, the Maldives and edges of the Indian Ocean, killing 230,000 people"
2144,1512,"Spanish Crown issues the Laws of Burgos, governing the conduct of settlers with regards to native Indians in the New World"
2145,1657,Flushing Remonstrance petition signed in the Dutch colony of New Netherland protesting ban on Quaker worship
2147,1945,International Monetary Fund formally established by 29 member countries based on ideas of Harry Dexter White and John Maynard Keynes
2149,1979,"After invading Afghanistan two days earlier Soviet forces pull off a coup in Kabul, killing President Hafizullah Amin"
2151,1612,"First observation of Neptune - Galileo observes and records a ""fixed star"" without realising it is a planet"
2154,1860,"Harriet Tubman arrives in Auburn, New York, on her last mission to free slaves, having evaded capture for 8 years on the Underground Railroad"
2156,1943,All Kalmyk inhabitants of the Republic of Kalmukkie deported by the Soviet Union to Central Asia and Siberia. Many die en route.
2157,1835,"The Treaty of New Echota is signed, ceding all the lands of the Cherokee east of the Mississippi River to the United States"
2163,1460,"Wars of the Roses: Battle of Wakefield (Northern England), Duke of York killed and his forces soundly defeated by forces for King Henry VI"
2165,1906,"The All India Muslim League is founded in Dacca, East Bengal, British India Empire, later laid down the foundations of Pakistan"
2166,1922,"Creation of the USSR formally proclaimed in Moscow from the Bolshoi Theatre, Soviet Union organized as a federation of RSFSR, Ukrainian SSR, Belorussian SSR & Transcaucasian SSR"
2167,1924,Astronomer Edwin Hubble formally announces existence of other galactic systems at meeting of the American Astronomical Society
2170,1744,English astronomer James Bradley announces discovery of Earth's nutation motion (wobble)
2171,1775,Battle of Quebec in American Revolutionary War; Americans defeated trying to take British stronghold
